title,Genre,Premiere,Runtime,IMDB Score,Language,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Tersanjung the Movie,Drama,"April 1, 2021",114,6.1,Indonesian,,,,,,,,,,,,,,
The Killer,Western,"November 10, 2017",99,6.1,Portuguese,tm327053,MOVIE,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",2017.0,,99.0,"['western', 'horror', 'action']",['BR'],,tt5379294,6.0,2664.0,17.109,6.2
The Lovebirds,Romantic comedy,"May 22, 2020",87,6.1,English,tm459789,MOVIE,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",2021.0,R,87.0,"['romance', 'comedy', 'action', 'thriller', 'crime']",['US'],,tt8851668,6.0,25697.0,9.076,5.8
The Most Hated Woman in America,Biopic,"March 24, 2017",92,6.1,English,tm311789,MOVIE,"The true story of Madalyn Murray O'Hair -- iconoclast, opportunist, and outspoken atheist -- from her controversial rise to her untimely demise.",2017.0,,91.0,"['drama', 'history']",['US'],,tt4842646,6.1,6618.0,11.32,6.1
The Perfection,Horror-thriller,"May 24, 2019",90,6.1,English,tm435916,MOVIE,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",2018.0,,90.0,"['horror', 'thriller', 'drama', 'music']",['US'],,tt7772580,6.1,42403.0,12.684,6.5
Tribhanga  Tedhi Medhi Crazy,Drama,"January 15, 2021",95,6.1,Hindi,,,,,,,,,,,,,,
Unknown Origins,Thriller,"August 28, 2020",96,6.1,Spanish,tm864480,MOVIE,"Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",2020.0,,96.0,"['crime', 'drama', 'thriller', 'comedy', 'action']","['AR', 'ES']",,tt5827790,6.1,6769.0,8.534,6.1
Work It,Dance comedy,"August 7, 2020",93,6.1,English,tm916997,MOVIE,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,2020.0,PG-13,93.0,"['comedy', 'music']",['US'],,tt10276470,6.1,13242.0,14.953,7.7
Alien Xmas,Stop Motion,"November 20, 2020",42,6.2,English,,,,,,,,,,,,,,
Baggio: The Divine Ponytail,Biopic,"May 26, 2021",92,6.2,Italian,tm1017664,MOVIE,"Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.",2021.0,,91.0,"['sport', 'drama']",['IT'],,tt14025788,6.1,4427.0,11.747,6.5
Below Zero,Drama,"January 29, 2021",106,6.2,Spanish,tm948681,MOVIE,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him.",2021.0,,106.0,"['action', 'crime', 'thriller', 'horror', 'drama']",['ES'],,tt9845564,6.2,19201.0,49.755,6.4
Citation,Drama,"November 6, 2020",151,6.2,English,tm946795,MOVIE,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,2020.0,,151.0,"['thriller', 'drama']",['NG'],,tt11481312,6.1,970.0,4.944,7.4
Crazy Awesome Teachers,Comedy-drama,"August 17, 2020",101,6.2,Indonesian,tm822271,MOVIE,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.",2020.0,,101.0,"['comedy', 'drama']",['ID'],,tt10643918,6.1,452.0,4.187,5.3
Have You Ever Seen Fireflies?,Comedy,"April 9, 2021",114,6.2,Turkish,tm1029314,MOVIE,"Rebellious, irreverent wunderkind Gülseren navigates loneliness, love and loss against the current of political turmoil and social change.",2021.0,,113.0,"['drama', 'comedy']",['TR'],,tt13317694,6.1,5024.0,4.109,6.9
High Flying Bird,Sports-drama,"February 8, 2019",90,6.2,English,tm428558,MOVIE,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.",2019.0,,90.0,"['drama', 'sport']",['US'],,tt8128188,6.2,8616.0,7.304,5.7
In the Shadow of the Moon,Thriller,"September 27, 2019",115,6.2,English,tm448792,MOVIE,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",2019.0,R,115.0,"['scifi', 'crime', 'thriller']","['US', 'CA']",,tt8110640,6.2,52206.0,23.952,6.2
Lost Bullet,Thriller,"June 19, 2020",92,6.2,French,tm893799,MOVIE,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",2020.0,,92.0,"['thriller', 'action', 'crime']","['BE', 'FR']",,tt10456740,6.3,9479.0,12.144,6.7
Octonauts & the Caves of Sac Actun,Animation,"August 14, 2020",72,6.2,English,,,,,,,,,,,,,,
Offering to the Storm,Thriller,"July 24, 2020",139,6.2,Spanish,tm514494,MOVIE,Inspector Amaia Salazar confronts the origins of her nightmares as she unfolds the darkest secrets of the Baztan valley.,2020.0,,139.0,"['crime', 'thriller', 'european']","['DE', 'ES']",,tt7304824,6.2,6391.0,18.674,6.5
Roxanne Roxanne,Biopic,"March 23, 2018",98,6.2,English,,,,,,,,,,,,,,
Someone Great,Romantic comedy,"April 19, 2019",92,6.2,English,tm441232,MOVIE,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.",2019.0,R,92.0,"['romance', 'comedy']",['US'],,tt8075260,6.1,22277.0,14.238,6.4
Spenser Confidential,Action comedy,"March 6, 2020",111,6.2,English,tm498803,MOVIE,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",2020.0,R,111.0,"['action', 'comedy', 'drama', 'thriller', 'crime']",['US'],,tt8629748,6.2,86593.0,21.502,6.545
The Land of Steady Habits,Drama,"September 14, 2018",98,6.2,English,tm425732,MOVIE,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",2018.0,,98.0,"['drama', 'comedy']",['US'],,tt6485928,6.2,7717.0,8.104,5.4
The Rachel Divide,Documentary,"April 27, 2018",104,6.2,English,tm376801,MOVIE,Rachel Dolezal became infamous when she was unmasked as a white woman passing for black so thoroughly that she had become the head of her local N.A.A.C.P. chapter. This portrait cuts through the very public controversy to reveal Dolezal’s motivations.,2018.0,,104.0,['documentation'],['US'],,tt8106570,6.3,2558.0,3.726,6.2
Voyuer ,Documentary,"December 1, 2017",95,6.2,English,,,,,,,,,,,,,,
Win It All,Comedy,"April 7, 2017",88,6.2,English,tm245937,MOVIE,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,2017.0,,88.0,['comedy'],['US'],,tt3155328,6.2,9309.0,5.181,5.7
1922,Horror/Crime drama,"October 20, 2017",102,6.3,English,tm317542,MOVIE,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",2017.0,,101.0,"['horror', 'drama', 'documentation', 'crime', 'thriller']",['US'],,tt6214928,6.2,62508.0,17.275,5.9
A Tale of Two Kitchens,Documentary,"May 22, 2019",30,6.3,English/Spanish,tm474618,MOVIE,"Two countries, two restaurants, one vision. At Gabriela Cámara's acclaimed Contramar in Mexico City, the welcoming, uniformed waiters are as beloved by diners as the menu featuring fresh, local seafood caught within 24 hours. The entire staff sees themselves as part of an extended family. Meanwhile at Cala in San Francisco, Cámara hires staff from different backgrounds and cultures, including ex-felons and ex-addicts, who view the work as an important opportunity to grow as individuals. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",2019.0,,29.0,['documentation'],"['MX', 'US']",,tt10243660,6.5,145.0,2.511,6.6
Alex Strangelove,Romantic comedy,"June 8, 2018",99,6.3,English,tm409618,MOVIE,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",2018.0,R,99.0,"['comedy', 'drama', 'romance']",['US'],,tt5688996,6.3,17746.0,16.093,6.6
Apostle,Horror-thriller,"October 12, 2018",129,6.3,English,tm271951,MOVIE,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",2018.0,R,130.0,"['thriller', 'drama', 'horror', 'fantasy']","['US', 'GB']",,tt6217306,6.3,51890.0,14.414,6.1
Benji,Family film,"March 16, 2018",87,6.3,English,tm365122,MOVIE,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",2018.0,PG,87.0,"['drama', 'crime', 'family']","['US', 'AE']",,tt1799516,6.3,4774.0,17.811,7.0
Bright,Urban fantasy,"December 22, 2017",117,6.3,English,tm244307,MOVIE,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017.0,R,117.0,"['fantasy', 'thriller', 'scifi', 'crime', 'action']",['US'],,tt5519340,6.3,185996.0,36.593,6.2
Cargo,Drama/Horror,"May 18, 2018",104,6.3,English,tm307283,MOVIE,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",2017.0,,105.0,"['drama', 'thriller', 'scifi', 'horror']",['AU'],,tt3860916,6.3,43232.0,18.142,6.4
Cargo,Drama/Horror,"May 18, 2018",104,6.3,English,tm912190,MOVIE,"Prahastha, a lonely astronaut, works in a spaceship. Every morning, his spaceship comes close to Earth and Cargos are delivered at the arrival bay. These Cargos are people who have just died on Earth and we learn that Prahastha works for Post Death Transition Services — a large, pioneering, bureaucratic company that stores, transitions, and recycles dead people for rebirth. Today, after many years, a young, popular astronaut — Yuvishka, trained in cutting edge technology, will join the spaceship as his assistant.",2019.0,PG-13,113.0,"['fantasy', 'scifi', 'drama']",['IN'],,tt8992946,5.6,2929.0,3.503,5.6
Concrete Cowboy,Drama,"April 2, 2021",111,6.3,English,tm918734,MOVIE,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",2020.0,R,111.0,"['western', 'drama']","['US', 'GB']",,tt8846176,6.3,8660.0,8.139,6.2
Feel the Beat,Family/Comedy-drama,"June 19, 2020",107,6.3,English,tm894619,MOVIE,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",2020.0,G,107.0,"['comedy', 'drama', 'family']","['US', 'CA']",,tt10714856,6.3,10967.0,18.004,7.7
Get the Goat,Comedy,"March 18, 2021",97,6.3,Portuguese,tm1003376,MOVIE,"Bruceuilis, a policeman from the countryside, is assigned to rescue Celestina, a goat considered heritage of his small city, and travels to São Paulo. There, he meets police clerk Trindade, who decides to venture out into the field, even though it is not his specialty.",2021.0,,105.0,"['comedy', 'action', 'crime']",['BR'],,tt14111726,6.0,1784.0,16.027,6.9
I Am Not an Easy Man,Romantic comedy,"April 13, 2018",98,6.3,French,tm407714,MOVIE,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",2018.0,,98.0,"['fantasy', 'comedy', 'european']",['FR'],,tt6857988,6.3,14432.0,12.706,6.3
June & Kopi,Drama,"January 28, 2021",90,6.3,Indonesian,tm988801,MOVIE,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as he adjusts to his new, loving home.",2021.0,,90.0,"['drama', 'comedy', 'family']",['ID'],,tt13728764,6.3,554.0,2.766,7.0
Music Teacher,Drama,"April 19, 2019",101,6.3,Hindi,tm469399,MOVIE,"Despite his ambitions to make it big, Beni is still stuck in the hills, bitter and hurt, struggling to make ends meet by teaching music and singing in clubs. Jyotsna, his estranged student and now a Bollywood singer, left the hills 8 years ago. The town is abuzz with the news of Jyotsna's return to perform at a music concert. Beni has to come to terms with the pains of the past and the delusions of the present to deal with both, Jyotsna's presence in the hills and in his life.",2018.0,,101.0,"['romance', 'drama', 'music']",['IN'],,tt3257794,6.2,693.0,1.149,6.0
Nail Bomber: Manhunt,Documentary,"May 26, 2021",72,6.3,English,tm1039422,MOVIE,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",2021.0,,72.0,"['crime', 'history', 'documentation']",['GB'],,tt12939812,6.3,2142.0,9.516,6.6
Notes for My Son,Drama,"November 24, 2020",83,6.3,Spanish,tm949267,MOVIE,"Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",2020.0,,83.0,['drama'],['AR'],,tt13353486,6.4,928.0,5.006,7.6
Polar,Action,"January 25, 2019",118,6.3,English,tm449105,MOVIE,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",2019.0,R,118.0,"['action', 'drama', 'crime', 'thriller', 'european']","['DE', 'US']",,tt4139588,6.3,88281.0,30.208,6.3
Porta dos Fundos: The Last Hangover,Comedy,"December 21, 2018",44,6.3,Portuguese,,,,,,,,,,,,,,
Sand Castle,War,"April 21, 2017",113,6.3,English,tm245176,MOVIE,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",2017.0,,113.0,"['war', 'action', 'drama']","['IQ', 'GB']",,tt2582576,6.3,23158.0,27.077,6.5
Shimmer Lake,Crime thriller,"June 9, 2017",86,6.3,English,tm322243,MOVIE,Shot in reverse day-by-day through a week—a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,2017.0,,83.0,"['thriller', 'crime', 'drama', 'action', 'history', 'horror', 'romance']","['CA', 'US']",,tt1386691,6.3,14098.0,20.508,5.9
